overall_rank,player_name,position,team,predicted_points,raw_vor,vor,schedule_adjusted_vor
1,Jahmyr Gibbs,RB,DET,37.76128065749322,14.416681030214555,21.625021545321832,21.625021545321832
2,Saquon Barkley,RB,PHI,37.42028119571893,14.075681568440267,21.1135223526604,21.1135223526604
3,Ja'Marr Chase,WR,CIN,37.580382153912424,16.607739711448428,19.92928765373811,19.92928765373811
4,Bijan Robinson,RB,ATL,35.188207041380196,11.843607414101534,17.7654111211523,17.7654111211523
5,Josh Jacobs,RB,GB,34.1115753193334,10.766975692054736,16.150463538082104,16.150463538082104
6,Derrick Henry,RB,BAL,33.48268648815775,10.138086860879092,15.207130291318638,15.207130291318638
7,Justin Jefferson,WR,MIN,32.736070986345545,11.763428543881549,14.116114252657859,14.116114252657859
8,De'Von Achane,RB,MIA,32.700123026073285,9.355523398794624,14.033285098191936,14.033285098191936
9,Amon-Ra St. Brown,WR,DET,32.21831637343123,11.245673930967232,13.494808717160678,13.494808717160678
10,Terry McLaurin,WR,WAS,32.10875184531167,11.136109402847676,13.363331283417212,13.363331283417212
11,Bucky Irving,RB,TB,32.102547930625896,8.757948303347234,13.136922455020851,13.136922455020851
12,Joe Mixon,RB,HOU,32.09281459942979,8.748214972151132,13.122322458226698,13.122322458226698
13,Aaron Jones,RB,MIN,31.75738896072721,8.412789333448547,12.61918400017282,12.61918400017282
14,Kyren Williams,RB,LA,31.570498402680727,8.225898775402065,12.338848163103098,12.338848163103098
15,Brock Bowers,TE,LV,24.590022162324413,8.796567946951058,12.31519512573148,12.31519512573148
16,George Kittle,TE,SF,24.490676215187122,8.697221999813767,12.176110799739273,12.176110799739273
17,David Montgomery,RB,DET,31.373985441425233,8.029385814146572,12.044078721219858,12.044078721219858
18,Drake London,WR,ATL,30.813636611209024,9.840994168745027,11.809193002494032,11.809193002494032
19,Brian Thomas Jr.,WR,JAX,30.577552222370493,9.604909779906496,11.525891735887795,11.525891735887795
20,James Cook,RB,BUF,30.893564549620738,7.548964922342076,11.323447383513114,11.323447383513114
21,Malik Nabers,WR,NYG,30.03153332885484,9.058890886390845,10.870669063669014,10.870669063669014
22,Jonathan Taylor,RB,IND,30.562991892608515,7.218392265329854,10.82758839799478,10.82758839799478
