overall_rank,player_name,position,team,predicted_points,raw_vor,vor,schedule_adjusted_vor
1,Derrick Henry,RB,BAL,350.0,125.69999999999999,188.54999999999998,188.54999999999998
2,Jahmyr Gibbs,RB,DET,350.0,125.69999999999999,188.54999999999998,188.54999999999998
3,Ja'Marr Chase,WR,CIN,350.0,153.5,184.2,184.2
4,Bijan Robinson,RB,ATL,343.6,119.30000000000001,178.95000000000002,178.95000000000002
5,Saquon Barkley,RB,PHI,336.6,112.30000000000001,168.45000000000002,168.45000000000002
6,Josh Jacobs,RB,GB,327.0,102.69999999999999,154.04999999999998,154.04999999999998
7,Lamar Jackson,QB,BAL,430.4,163.5,147.15,147.15
8,Justin Jefferson,WR,MIN,317.5,121.0,145.2,145.2
9,Amon-Ra St. Brown,WR,DET,316.2,119.69999999999999,143.64,143.64
10,Brock Bowers,TE,LV,250.0,108.5,130.2,130.2
11,Bucky Irving,RB,TB,306.4,82.09999999999997,123.14999999999995,123.14999999999995
12,Trey McBride,TE,ARI,243.8,102.30000000000001,122.76,122.76
13,De'Von Achane,RB,MIA,301.6,77.30000000000001,115.95000000000002,115.95000000000002
14,Aaron Jones,RB,MIN,300.4,76.09999999999997,114.14999999999995,114.14999999999995
15,George Kittle,TE,SF,236.6,95.1,114.11999999999999,114.11999999999999
16,Kyren Williams,RB,LA,297.8,73.5,110.25,110.25
17,Brian Thomas Jr.,WR,JAX,284.0,87.5,105.0,105.0
18,Drake London,WR,ATL,280.8,84.30000000000001,101.16000000000001,101.16000000000001
19,Jonnu Smith,TE,MIA,222.3,80.80000000000001,96.96000000000001,96.96000000000001
20,Joe Burrow,QB,CIN,372.8,105.90000000000003,95.31000000000003,95.31000000000003
21,Josh Allen,QB,BUF,372.3,105.40000000000003,94.86000000000003,94.86000000000003
22,Malik Nabers,WR,NYG,273.6,77.10000000000002,92.52000000000002,92.52000000000002
23,Baker Mayfield,QB,TB,365.8,98.90000000000003,89.01000000000003,89.01000000000003
24,Najee Harris,RB,PIT,282.2,57.89999999999998,86.84999999999997,86.84999999999997
25,Terry McLaurin,WR,WAS,267.8,71.30000000000001,85.56000000000002,85.56000000000002
26,CeeDee Lamb,WR,DAL,263.4,66.89999999999998,80.27999999999997,80.27999999999997
27,Jayden Daniels,QB,WAS,355.8,88.90000000000003,80.01000000000003,80.01000000000003
28,Chuba Hubbard,RB,CAR,273.4,49.099999999999966,73.64999999999995,73.64999999999995
29,James Conner,RB,ARI,272.4,48.099999999999966,72.14999999999995,72.14999999999995
30,James Cook,RB,BUF,271.1,46.80000000000001,70.20000000000002,70.20000000000002
31,Jonathan Taylor,RB,IND,270.1,45.80000000000001,68.70000000000002,68.70000000000002
32,Rico Dowdle,RB,DAL,270.1,45.80000000000001,68.70000000000002,68.70000000000002
33,Jaxon Smith-Njigba,WR,SEA,253.0,56.5,67.8,67.8
34,Garrett Wilson,WR,NYJ,251.9,55.400000000000006,66.48,66.48
35,Travis Kelce,TE,KC,195.4,53.900000000000006,64.68,64.68
36,Tony Pollard,RB,TEN,266.4,42.099999999999966,63.14999999999995,63.14999999999995
37,D'Andre Swift,RB,CHI,265.3,41.0,61.5,61.5
38,Chase Brown,RB,CIN,264.2,39.89999999999998,59.849999999999966,59.849999999999966
39,Mark Andrews,TE,BAL,188.8,47.30000000000001,56.76000000000001,56.76000000000001
40,Davante Adams,WR,NYJ,241.3,44.80000000000001,53.76000000000001,53.76000000000001
41,Ladd McConkey,WR,LAC,241.0,44.5,53.4,53.4
42,Jerry Jeudy,WR,CLE,240.9,44.400000000000006,53.28000000000001,53.28000000000001
43,Mike Evans,WR,TB,240.4,43.900000000000006,52.68000000000001,52.68000000000001
44,Courtland Sutton,WR,DEN,240.3,43.80000000000001,52.56000000000001,52.56000000000001
45,Jared Goff,QB,DET,324.5,57.60000000000002,51.840000000000025,51.840000000000025
46,DJ Moore,WR,CHI,238.1,41.599999999999994,49.919999999999995,49.919999999999995
47,Bo Nix,QB,DEN,317.2,50.30000000000001,45.27000000000001,45.27000000000001
48,Jalen Hurts,QB,PHI,315.1,48.200000000000045,43.380000000000045,43.380000000000045
49,Tyrone Tracy Jr.,RB,NYG,253.1,28.799999999999983,43.199999999999974,43.199999999999974
50,Zach Ertz,TE,WAS,177.4,35.900000000000006,43.080000000000005,43.080000000000005
51,Sam LaPorta,TE,DET,174.6,33.099999999999994,39.71999999999999,39.71999999999999
52,Sam Darnold,QB,MIN,308.0,41.10000000000002,36.99000000000002,36.99000000000002
53,Tyler Allgeier,RB,ATL,248.0,23.69999999999999,35.54999999999998,35.54999999999998
54,Pat Freiermuth,TE,PIT,168.3,26.80000000000001,32.16000000000001,32.16000000000001
55,Tee Higgins,WR,CIN,222.1,25.599999999999994,30.71999999999999,30.71999999999999
56,Zach Charbonnet,RB,SEA,244.7,20.399999999999977,30.599999999999966,30.599999999999966
57,Kyler Murray,QB,ARI,297.2,30.30000000000001,27.27000000000001,27.27000000000001
58,Tucker Kraft,TE,GB,163.3,21.80000000000001,26.160000000000014,26.160000000000014
59,Tyreek Hill,WR,MIA,218.2,21.69999999999999,26.039999999999985,26.039999999999985
60,Jakobi Meyers,WR,LV,218.0,21.5,25.8,25.8
61,A.J. Brown,WR,PHI,216.9,20.400000000000006,24.480000000000008,24.480000000000008
62,Breece Hall,RB,NYJ,240.3,16.0,24.0,24.0
