overall_rank,player_name,position,team,predicted_points,raw_vor,vor,schedule_adjusted_vor
1,Saquon Barkley,RB,PHI,355.3,197.4,296.1,296.1
2,Jahmyr Gibbs,RB,DET,354.9,196.99999999999997,295.49999999999994,295.49999999999994
3,Bijan Robinson,RB,ATL,341.7,183.79999999999998,275.7,275.7
4,Derrick Henry,RB,BAL,336.40000000000003,178.50000000000003,267.75000000000006,267.75000000000006
5,Ja'Marr Chase,WR,CIN,403.0,206.5,247.79999999999998,247.79999999999998
6,De'Von Achane,RB,MIA,299.9,141.99999999999997,212.99999999999994,212.99999999999994
7,Josh Jacobs,RB,GB,293.1,135.20000000000002,202.8,202.8
8,Kyren Williams,RB,LA,272.1,114.20000000000002,171.3,171.3
9,Brock Bowers,TE,LV,262.7,121.19999999999999,169.67999999999998,169.67999999999998
10,James Cook,RB,BUF,266.7,108.79999999999998,163.2,163.2
11,Alvin Kamara,RB,NO,265.3,107.4,161.10000000000002,161.10000000000002
12,Lamar Jackson,QB,BAL,430.38000000000005,163.52000000000004,147.16800000000003,147.16800000000003
13,Chase Brown,RB,CIN,255.0,97.1,145.64999999999998,145.64999999999998
14,Justin Jefferson,WR,MIN,317.48,120.98000000000002,145.17600000000002,145.17600000000002
15,James Conner,RB,ARI,253.8,95.9,143.85000000000002,143.85000000000002
16,Amon-Ra St. Brown,WR,DET,316.18,119.68,143.616,143.616
17,Trey McBride,TE,ARI,243.8,102.30000000000001,143.22,143.22
18,Jonathan Taylor,RB,IND,246.70000000000002,88.80000000000001,133.20000000000002,133.20000000000002
19,George Kittle,TE,SF,236.60000000000002,95.10000000000002,133.14000000000001,133.14000000000001
20,Bucky Irving,RB,TB,244.4,86.5,129.75,129.75
21,Chuba Hubbard,RB,CAR,241.60000000000002,83.70000000000002,125.55000000000003,125.55000000000003
22,Aaron Jones,RB,MIN,241.6,83.69999999999999,125.54999999999998,125.54999999999998
23,Breece Hall,RB,NYJ,240.9,83.0,124.5,124.5
24,Joe Mixon,RB,HOU,240.5,82.6,123.89999999999999,123.89999999999999
25,Jonnu Smith,TE,MIA,222.3,80.80000000000001,113.12,113.12
26,Brian Thomas Jr.,WR,JAX,284.0,87.5,105.0,105.0
27,Drake London,WR,ATL,280.8,84.30000000000001,101.16000000000001,101.16000000000001
28,David Montgomery,RB,DET,221.72,63.81999999999999,95.72999999999999,95.72999999999999
29,Joe Burrow,QB,CIN,372.82,105.95999999999998,95.36399999999999,95.36399999999999
30,Josh Allen,QB,BUF,372.34000000000003,105.48000000000002,94.93200000000002,94.93200000000002
31,Malik Nabers,WR,NYG,273.6,77.10000000000002,92.52000000000002,92.52000000000002
32,Baker Mayfield,QB,TB,365.8,98.94,89.046,89.046
33,Terry McLaurin,WR,WAS,267.8,71.30000000000001,85.56000000000002,85.56000000000002
34,D'Andre Swift,RB,CHI,214.5,56.599999999999994,84.89999999999999,84.89999999999999
35,CeeDee Lamb,WR,DAL,263.40000000000003,66.90000000000003,80.28000000000004,80.28000000000004
36,Jayden Daniels,QB,WAS,355.82,88.95999999999998,80.06399999999998,80.06399999999998
37,Travis Kelce,TE,KC,195.4,53.900000000000006,75.46000000000001,75.46000000000001
38,Najee Harris,RB,PIT,204.6,46.69999999999999,70.04999999999998,70.04999999999998
39,Jaxon Smith-Njigba,WR,SEA,253.0,56.5,67.8,67.8
40,Garrett Wilson,WR,NYJ,251.9,55.400000000000006,66.48,66.48
41,Mark Andrews,TE,BAL,188.8,47.30000000000001,66.22000000000001,66.22000000000001
42,Tony Pollard,RB,TEN,200.70000000000002,42.80000000000001,64.20000000000002,64.20000000000002
43,Rachaad White,RB,TB,199.6,41.69999999999999,62.54999999999998,62.54999999999998
44,Rico Dowdle,RB,DAL,197.8,39.900000000000006,59.85000000000001,59.85000000000001
45,Davante Adams,WR,NYJ,241.29999999999998,44.79999999999998,53.75999999999998,53.75999999999998
46,Jerry Jeudy,WR,CLE,240.9,44.400000000000006,53.28000000000001,53.28000000000001
47,Ladd McConkey,WR,LAC,240.9,44.400000000000006,53.28000000000001,53.28000000000001
48,Mike Evans,WR,TB,240.4,43.900000000000006,52.68000000000001,52.68000000000001
49,Courtland Sutton,WR,DEN,240.3,43.80000000000001,52.56000000000001,52.56000000000001
50,Jared Goff,QB,DET,324.46000000000004,57.60000000000002,51.840000000000025,51.840000000000025
51,J.K. Dobbins,RB,LAC,191.8,33.900000000000006,50.85000000000001,50.85000000000001
52,Zach Ertz,TE,WAS,177.4,35.900000000000006,50.260000000000005,50.260000000000005
53,DJ Moore,WR,CHI,238.1,41.599999999999994,49.919999999999995,49.919999999999995
54,Sam LaPorta,TE,DET,174.6,33.099999999999994,46.33999999999999,46.33999999999999
55,Bo Nix,QB,DEN,317.2,50.339999999999975,45.305999999999976,45.305999999999976
56,Jalen Hurts,QB,PHI,315.12,48.25999999999999,43.43399999999999,43.43399999999999
57,Zach Charbonnet,RB,SEA,183.70000000000002,25.80000000000001,38.70000000000002,38.70000000000002
58,Pat Freiermuth,TE,PIT,168.3,26.80000000000001,37.52000000000001,37.52000000000001
59,Sam Darnold,QB,MIN,307.96,41.099999999999966,36.989999999999974,36.989999999999974
60,Tyrone Tracy Jr.,RB,NYG,182.3,24.400000000000006,36.60000000000001,36.60000000000001
61,Kenneth Walker III,RB,SEA,181.2,23.299999999999983,34.949999999999974,34.949999999999974
62,Tee Higgins,WR,CIN,222.10000000000002,25.600000000000023,30.720000000000027,30.720000000000027
63,Tucker Kraft,TE,GB,163.3,21.80000000000001,30.520000000000014,30.520000000000014
64,Kyler Murray,QB,ARI,297.24,30.379999999999995,27.341999999999995,27.341999999999995
65,Rhamondre Stevenson,RB,NE,175.9,18.0,27.0,27.0
66,Tyreek Hill,WR,MIA,218.2,21.69999999999999,26.039999999999985,26.039999999999985
67,Jakobi Meyers,WR,LV,218.0,21.5,25.8,25.8
68,A.J. Brown,WR,PHI,216.9,20.400000000000006,24.480000000000008,24.480000000000008
69,Jordan Addison,WR,MIN,212.5,16.0,19.2,19.2
70,Jameson Williams,WR,DET,212.20000000000002,15.700000000000017,18.84000000000002,18.84000000000002
71,Nico Collins,WR,HOU,210.60000000000002,14.100000000000023,16.920000000000027,16.920000000000027
72,Jauan Jennings,WR,SF,210.5,14.0,16.8,16.8
73,Justin Herbert,QB,LAC,285.40000000000003,18.54000000000002,16.686000000000018,16.686000000000018
74,Zay Flowers,WR,BAL,209.5,13.0,15.6,15.6
75,Patrick Mahomes,QB,KC,283.02,16.159999999999968,14.543999999999972,14.543999999999972
76,Puka Nacua,WR,LA,206.6,10.099999999999994,12.119999999999992,12.119999999999992
77,David Njoku,TE,CLE,148.5,7.0,9.799999999999999,9.799999999999999
78,Hunter Henry,TE,NE,145.4,3.9000000000000057,5.460000000000008,5.460000000000008
79,DeVonta Smith,WR,PHI,199.4,2.9000000000000057,3.4800000000000066,3.4800000000000066
80,Calvin Ridley,WR,TEN,199.20000000000002,2.700000000000017,3.24000000000002,3.24000000000002
81,Brian Robinson,RB,WAS,159.8,1.9000000000000057,2.8500000000000085,2.8500000000000085
82,Jayden Reed,WR,GB,197.0,0.5,0.6,0.6
83,Javonte Williams,RB,DEN,157.9,0.0,0.0,0.0
84,Marvin Harrison Jr.,WR,ARI,196.5,0.0,0.0,0.0
85,Brock Purdy,QB,SF,266.86,0.0,0.0,0.0
86,Mike Gesicki,TE,CIN,141.5,0.0,0.0,0.0
87,Geno Smith,QB,SEA,266.0,-0.8600000000000136,-0.7740000000000123,-0.7740000000000123
88,Cade Otton,TE,TB,140.6,-0.9000000000000057,-1.2600000000000078,-1.2600000000000078
89,Kareem Hunt,RB,KC,155.4,-2.5,-3.75,-3.75
90,Darnell Mooney,WR,ATL,193.20000000000002,-3.299999999999983,-3.9599999999999795,-3.9599999999999795
91,DK Metcalf,WR,SEA,191.2,-5.300000000000011,-6.360000000000014,-6.360000000000014
92,Aaron Rodgers,QB,NYJ,256.58,-10.28000000000003,-9.252000000000027,-9.252000000000027
93,Caleb Williams,QB,CHI,254.54000000000002,-12.319999999999993,-11.087999999999994,-11.087999999999994
94,Xavier Worthy,WR,KC,187.2,-9.300000000000011,-11.160000000000013,-11.160000000000013
95,Kyle Pitts,TE,ATL,131.2,-10.300000000000011,-14.420000000000014,-14.420000000000014
96,Keenan Allen,WR,CHI,184.4,-12.099999999999994,-14.519999999999992,-14.519999999999992
97,Wan'Dale Robinson,WR,NYG,182.70000000000002,-13.799999999999983,-16.559999999999977,-16.559999999999977
98,Khalil Shakir,WR,BUF,182.5,-14.0,-16.8,-16.8
99,Josh Downs,WR,IND,182.2,-14.300000000000011,-17.160000000000014,-17.160000000000014
100,Isaiah Likely,TE,BAL,123.7,-17.799999999999997,-24.919999999999995,-24.919999999999995
101,Cooper Kupp,WR,LA,175.0,-21.5,-25.8,-25.8
102,Quentin Johnston,WR,LAC,174.70000000000002,-21.799999999999983,-26.15999999999998,-26.15999999999998
103,Juwan Johnson,TE,NO,122.80000000000001,-18.69999999999999,-26.179999999999982,-26.179999999999982
104,Rashod Bateman,WR,BAL,174.60000000000002,-21.899999999999977,-26.279999999999973,-26.279999999999973
105,Tyler Conklin,TE,NYJ,121.9,-19.599999999999994,-27.43999999999999,-27.43999999999999
106,Cole Kmet,TE,CHI,120.4,-21.099999999999994,-29.53999999999999,-29.53999999999999
107,Jordan Love,QB,GB,233.86,-33.0,-29.7,-29.7
108,Alexander Mattison,RB,LV,137.4,-20.5,-30.75,-30.75
109,Dalton Schultz,TE,HOU,118.2,-23.299999999999997,-32.62,-32.62
110,Jerome Ford,RB,CLE,134.0,-23.900000000000006,-35.85000000000001,-35.85000000000001
111,Michael Pittman,WR,IND,165.8,-30.69999999999999,-36.83999999999998,-36.83999999999998
112,Austin Ekeler,RB,WAS,132.3,-25.599999999999994,-38.39999999999999,-38.39999999999999
113,George Pickens,WR,PIT,164.4,-32.099999999999994,-38.51999999999999,-38.51999999999999
114,Chig Okonkwo,TE,TEN,113.60000000000001,-27.89999999999999,-39.05999999999999,-39.05999999999999
115,Noah Gray,TE,KC,113.3,-28.200000000000003,-39.480000000000004,-39.480000000000004
116,Travis Etienne,RB,JAX,130.2,-27.700000000000017,-41.550000000000026,-41.550000000000026
117,C.J. Stroud,QB,HOU,220.38,-46.48000000000002,-41.832000000000015,-41.832000000000015
118,Alec Pierce,WR,IND,161.4,-35.099999999999994,-42.11999999999999,-42.11999999999999
119,Tank Bigsby,RB,JAX,129.0,-28.900000000000006,-43.35000000000001,-43.35000000000001
120,Will Dissly,TE,LAC,110.1,-31.400000000000006,-43.96000000000001,-43.96000000000001
121,Austin Hooper,TE,NE,108.60000000000001,-32.89999999999999,-46.05999999999999,-46.05999999999999
122,Justice Hill,RB,BAL,127.10000000000001,-30.799999999999997,-46.199999999999996,-46.199999999999996
123,Matthew Stafford,QB,LA,214.58,-52.28,-47.052,-47.052
124,Ameer Abdullah,RB,LV,125.2,-32.7,-49.050000000000004,-49.050000000000004
125,Deebo Samuel Sr.,WR,SF,155.6,-40.900000000000006,-49.080000000000005,-49.080000000000005
126,Jaylen Warren,RB,PIT,124.10000000000001,-33.8,-50.699999999999996,-50.699999999999996
127,Jake Ferguson,TE,DAL,104.4,-37.099999999999994,-51.93999999999999,-51.93999999999999
128,Noah Fant,TE,SEA,104.0,-37.5,-52.5,-52.5
129,Dallas Goedert,TE,PHI,103.6,-37.900000000000006,-53.06,-53.06
130,Jalen Tolbert,WR,DAL,152.0,-44.5,-53.4,-53.4
131,Foster Moreau,TE,NO,103.3,-38.2,-53.480000000000004,-53.480000000000004
132,Taysom Hill,TE,NO,102.34,-39.16,-54.82399999999999,-54.82399999999999
133,Jaylen Waddle,WR,MIA,149.6,-46.900000000000006,-56.28000000000001,-56.28000000000001
134,Dalton Kincaid,TE,BUF,100.8,-40.7,-56.98,-56.98
135,Demario Douglas,WR,NE,147.70000000000002,-48.79999999999998,-58.559999999999974,-58.559999999999974
136,DeAndre Hopkins,WR,KC,147.0,-49.5,-59.4,-59.4
137,Rome Odunze,WR,CHI,144.9,-51.599999999999994,-61.91999999999999,-61.91999999999999
138,Ray Davis,RB,BUF,116.1,-41.80000000000001,-62.70000000000002,-62.70000000000002
139,Jordan Mason,RB,SF,115.0,-42.900000000000006,-64.35000000000001,-64.35000000000001
140,Bryce Young,QB,CAR,195.02,-71.84,-64.656,-64.656
141,Ray-Ray McCloud,WR,ATL,142.5,-54.0,-64.8,-64.8
142,Tyjae Spears,RB,TEN,113.60000000000001,-44.3,-66.44999999999999,-66.44999999999999
143,Tank Dell,WR,HOU,140.0,-56.5,-67.8,-67.8
144,Adam Thielen,WR,CAR,139.5,-57.0,-68.39999999999999,-68.39999999999999
145,Chris Godwin,WR,TB,137.8,-58.69999999999999,-70.43999999999998,-70.43999999999998
146,Brenton Strange,TE,JAX,91.1,-50.400000000000006,-70.56,-70.56
147,Jordan Akins,TE,CLE,91.0,-50.5,-70.69999999999999,-70.69999999999999
148,Evan Engram,TE,JAX,89.5,-52.0,-72.8,-72.8
149,Nick Westbrook-Ikhine,WR,TEN,135.7,-60.80000000000001,-72.96000000000001,-72.96000000000001
150,Jalen McMillan,WR,TB,135.4,-61.099999999999994,-73.32,-73.32
151,Tua Tagovailoa,QB,MIA,181.58,-85.28,-76.75200000000001,-76.75200000000001
152,T.J. Hockenson,TE,MIN,86.5,-55.0,-77.0,-77.0
153,Romeo Doubs,WR,GB,132.1,-64.4,-77.28,-77.28
154,Tyler Allgeier,RB,ATL,106.2,-51.7,-77.55000000000001,-77.55000000000001
155,Marvin Mims Jr.,WR,DEN,129.5,-67.0,-80.39999999999999,-80.39999999999999
156,Tre Tucker,WR,LV,129.3,-67.19999999999999,-80.63999999999999,-80.63999999999999
157,Drake Maye,QB,NE,177.14,-89.72000000000003,-80.74800000000003,-80.74800000000003
158,Kirk Cousins,QB,ATL,176.32,-90.54000000000002,-81.48600000000002,-81.48600000000002
159,Antonio Gibson,RB,NE,103.4,-54.5,-81.75,-81.75
160,Allen Lazard,WR,NYJ,126.0,-70.5,-84.6,-84.6
161,Russell Wilson,QB,PIT,172.78,-94.08000000000001,-84.67200000000001,-84.67200000000001
162,Xavier Legette,WR,CAR,125.10000000000001,-71.39999999999999,-85.67999999999999,-85.67999999999999
163,Michael Wilson,WR,ARI,124.5,-72.0,-86.39999999999999,-86.39999999999999
164,Demarcus Robinson,WR,LA,123.5,-73.0,-87.6,-87.6
165,AJ Barner,TE,SEA,78.5,-63.0,-88.19999999999999,-88.19999999999999
166,Amari Cooper,WR,BUF,122.7,-73.8,-88.55999999999999,-88.55999999999999
167,Stefon Diggs,WR,HOU,121.92,-74.58,-89.496,-89.496
168,Kayshon Boutte,WR,NE,121.9,-74.6,-89.52,-89.52
169,Tyler Lockett,WR,SEA,121.0,-75.5,-90.6,-90.6
170,Elijah Moore,WR,CLE,120.9,-75.6,-90.71999999999998,-90.71999999999998
171,Calvin Austin III,WR,PIT,120.8,-75.7,-90.84,-90.84
172,Jaleel McLaughlin,RB,DEN,97.2,-60.7,-91.05000000000001,-91.05000000000001
173,Andrei Iosivas,WR,CIN,119.9,-76.6,-91.91999999999999,-91.91999999999999
174,Devin Singletary,RB,NYG,96.60000000000001,-61.3,-91.94999999999999,-91.94999999999999
175,Isaac Guerendo,RB,SF,96.2,-61.7,-92.55000000000001,-92.55000000000001
176,Emanuel Wilson,RB,GB,96.0,-61.900000000000006,-92.85000000000001,-92.85000000000001
177,Anthony Richardson,QB,IND,163.36,-103.5,-93.15,-93.15
178,Ja'Tavion Sanders,TE,CAR,73.2,-68.3,-95.61999999999999,-95.61999999999999
179,Cam Akers,RB,MIN,93.2,-64.7,-97.05000000000001,-97.05000000000001
180,Olamide Zaccheaus,WR,WAS,114.4,-82.1,-98.52,-98.52
181,Ty Johnson,RB,BUF,91.7,-66.2,-99.30000000000001,-99.30000000000001
182,Keon Coleman,WR,BUF,111.5,-85.0,-102.0,-102.0
183,Theo Johnson,TE,NYG,68.1,-73.4,-102.76,-102.76
184,Dontayvion Wicks,WR,GB,110.5,-86.0,-103.2,-103.2
